-3.248132279342528239e+00,-2.201951295688238552e+00,1.000000000000000000e+00
-1.534768851190627448e+00,-6.344555529672292415e+00,-1.000000000000000000e+00
-1.595497945728771239e+00,-6.287786295000339365e+00,-1.000000000000000000e+00
-1.001693478625419509e+01,5.509879088098575295e+00,1.000000000000000000e+00
1.391735322839039490e+01,1.007995640930443582e-01,-1.000000000000000000e+00
4.309641376593838835e+00,-8.239486988204848927e+00,-1.000000000000000000e+00
6.381372383815763882e+00,5.734301035087385756e+00,-1.000000000000000000e+00
-8.902526763810115540e+00,2.993088087108628059e+00,1.000000000000000000e+00
6.044591033861686225e-02,5.820219641366319863e+00,-1.000000000000000000e+00
-1.112788500871674735e+01,3.827812065100159700e+00,1.000000000000000000e+00
-1.909482484713324935e+00,-5.564091565831519759e+00,-1.000000000000000000e+00
1.177064657778384982e+00,-4.669478981717921862e+00,-1.000000000000000000e+00
-9.768997918902133648e+00,4.172040233961739730e+00,1.000000000000000000e+00
2.583788227642836333e+00,-7.030262856126661131e-01,-1.000000000000000000e+00
1.024207492069394831e+01,1.004473807751745440e+01,-1.000000000000000000e+00
2.987418063332562657e+00,-6.497251735588124300e-01,-1.000000000000000000e+00
-5.730233868640365991e+00,8.552268051036682195e+00,1.000000000000000000e+00
-1.431263712598358273e+00,-1.063846247373564324e+01,-1.000000000000000000e+00
6.061968679681441152e+00,2.769987357600821820e+00,-1.000000000000000000e+00
3.338789810607793729e-02,-1.124229581283226587e+00,-1.000000000000000000e+00
-4.287698484298985591e+00,-1.175984584172860004e+00,1.000000000000000000e+00
-3.888801734858221337e+00,-9.864641480968453280e+00,-1.000000000000000000e+00
4.756797249573887498e+00,2.622813400121014382e+00,-1.000000000000000000e+00
1.500125118300202676e+00,-4.021466122674361543e+00,1.000000000000000000e+00
-1.096489095752274245e+01,5.780947869825775243e+00,1.000000000000000000e+00
9.218335523523114361e+00,-1.266036938249317512e+00,-1.000000000000000000e+00
-4.825377829117560857e+00,-9.774896979500855565e+00,-1.000000000000000000e+00
-9.158509996482933957e+00,4.186272843925081588e+00,1.000000000000000000e+00
-1.124759275423522809e+01,1.790808782283887401e+00,1.000000000000000000e+00
-1.755555403957461125e-01,-3.768370501488540025e+00,-1.000000000000000000e+00
-4.891027471881630007e+00,1.293447612802554048e+00,-1.000000000000000000e+00
6.057150399276232555e+00,-3.153119560263917709e+00,1.000000000000000000e+00
-1.080394815786429596e+01,4.663842583323679847e+00,1.000000000000000000e+00
7.477587649860267582e+00,3.838058903202525296e-01,-1.000000000000000000e+00
-5.511951071332370056e+00,-1.385434308456804153e+00,-1.000000000000000000e+00
-5.815915891010046579e+00,-9.144851415075392342e-01,-1.000000000000000000e+00
2.741389786285510291e-02,-1.250638843913260345e+01,-1.000000000000000000e+00
-7.185458912998176295e+00,-3.125780338671329872e+00,1.000000000000000000e+00
3.278171860992696640e+00,9.465877538500221178e+00,-1.000000000000000000e+00
-2.528688559258054358e+00,-1.192719130186595322e+01,-1.000000000000000000e+00
-8.241164495563264580e+00,2.961607272610430996e+00,1.000000000000000000e+00
-7.873548080150069239e+00,-2.344176069245829552e+00,1.000000000000000000e+00
2.897623684558839230e+00,-1.329564098153708152e+01,-1.000000000000000000e+00
8.373319924867802300e+00,1.454624247206219634e+00,1.000000000000000000e+00
3.916470465980300020e+00,4.108005929812243551e+00,-1.000000000000000000e+00
3.403055375734458377e+00,-1.717754588140940397e+00,-1.000000000000000000e+00
-5.378425021124957794e+00,-1.090321109043481407e+01,-1.000000000000000000e+00
-9.761428743709295475e+00,-7.658124060659515786e-01,1.000000000000000000e+00
4.174902681870379162e+00,-7.149626041639836060e-01,1.000000000000000000e+00
-7.498451401986518938e+00,-3.340659402242498022e+00,1.000000000000000000e+00
-2.623647644543495527e+00,-7.410664422271397100e+00,1.000000000000000000e+00
-1.331164162010052499e+00,-4.943352663649299039e+00,-1.000000000000000000e+00
-1.375072041870026573e-01,-1.338025727852746272e+01,-1.000000000000000000e+00
1.088035744791005399e+01,1.630844278491447641e+00,1.000000000000000000e+00
-8.868855322931231910e+00,5.173167848806502489e-01,1.000000000000000000e+00
-4.439422117115287669e+00,-8.397522236479497693e+00,-1.000000000000000000e+00
1.009338396070005750e+01,5.273632817398055117e-01,-1.000000000000000000e+00
4.846187992210611917e+00,1.542060116901169398e+00,1.000000000000000000e+00
7.412553201019608018e+00,4.381989485654779415e+00,1.000000000000000000e+00
-3.775647477497706461e+00,-9.489387474499331177e+00,-1.000000000000000000e+00
-5.826863893341948319e+00,-1.205220282862818415e+01,-1.000000000000000000e+00
-2.944965704994848110e+00,1.811651307751867668e+00,1.000000000000000000e+00
2.990502710100209072e+00,-5.376146014194834066e+00,-1.000000000000000000e+00
1.791857032504297731e+00,1.385575428391956576e+00,1.000000000000000000e+00
