-3.248134927836225927e+00,-2.202308200617106415e+00,-6.634740166924046001e+00,1.000000000000000000e+00
-1.534777682697361811e+00,-6.344590925153164029e+00,-8.183848351541165300e+00,-1.000000000000000000e+00
-1.595496969762838724e+00,-6.287797568428324269e+00,-1.665697604302324164e+00,-1.000000000000000000e+00
-1.001692470895643261e+01,5.510201774930653329e+00,8.136793636549429110e+00,1.000000000000000000e+00
1.391739423300215428e+01,1.011635127790129762e-01,1.163573947827674981e+00,-1.000000000000000000e+00
4.309639147807492243e+00,-8.239660998265597058e+00,-6.345344647979660024e+00,-1.000000000000000000e+00
6.381441433102418515e+00,5.734732070036063334e+00,5.275709531398030450e+00,-1.000000000000000000e+00
-8.902470116780207832e+00,2.993610951499821038e+00,5.120931250906560983e+00,1.000000000000000000e+00
6.047571110671030176e-02,5.820225236852689221e+00,-3.662154725547137613e+00,-1.000000000000000000e+00
-1.112786093674974452e+01,3.828283083257310260e+00,8.921495375609804768e-01,1.000000000000000000e+00
-1.909475332438625550e+00,-5.563965053631753754e+00,-5.885594597762454860e+00,-1.000000000000000000e+00
1.177035445668351388e+00,-4.669598846292305261e+00,1.576732636321274583e+00,-1.000000000000000000e+00
-9.768983914882891639e+00,4.172344700085353075e+00,8.942503171502066195e+00,1.000000000000000000e+00
2.583785502376931387e+00,-7.031276415573662897e-01,-4.855070806845517062e+00,-1.000000000000000000e+00
1.024204387975537145e+01,1.004429586059745638e+01,6.363395171947575868e+00,-1.000000000000000000e+00
2.987415395429019682e+00,-6.497070678924505849e-01,-5.140839457102904575e+00,-1.000000000000000000e+00
-5.730237144165545971e+00,8.552056402876901942e+00,2.687520303962056059e-02,1.000000000000000000e+00
-1.431297977091512186e+00,-1.063868250218484768e+01,-3.870273476530843304e+00,-1.000000000000000000e+00
6.061965381278723974e+00,2.769554569366994290e+00,-8.322354098124149502e+00,-1.000000000000000000e+00
3.339205516247703565e-02,-1.124261674891487539e+00,-4.593358974466174693e+00,-1.000000000000000000e+00
-4.287679031010936725e+00,-1.176012035630376262e+00,-1.513446913264474836e-01,1.000000000000000000e+00
-3.888797601613044552e+00,-9.864743362861267073e+00,-4.759007031635003493e+00,-1.000000000000000000e+00
4.756826284987284659e+00,2.623081803126725120e+00,-2.621486844464480548e+00,-1.000000000000000000e+00
1.500079659706352597e+00,-4.021657310154983733e+00,2.520642442921945836e+00,1.000000000000000000e+00
-1.096487386112334939e+01,5.781209869808691337e+00,8.095649761912303788e+00,1.000000000000000000e+00
9.218322322259973944e+00,-1.265515539993308458e+00,-6.073776076701228988e+00,-1.000000000000000000e+00
-4.825376893200122197e+00,-9.774935875734225732e+00,-3.827199888988766396e+00,-1.000000000000000000e+00
-9.158482596059400294e+00,4.186628751462198039e+00,8.082208819169645508e+00,1.000000000000000000e+00
-1.124757294476557412e+01,1.790990690583251332e+00,6.920427420491528814e+00,1.000000000000000000e+00
-1.755399177181996839e-01,-3.768582783635635369e+00,-4.268126129924855405e+00,-1.000000000000000000e+00
-4.891010907053530588e+00,1.292815357826655687e+00,-5.214709320529428815e+00,-1.000000000000000000e+00
