-1.681561239411402120e-01,3.572477134805567278e-01,9.789902009327899890e-02,-4.485273867289354399e-01,2.926588909942795524e-01,-5.915058273109532472e-01,3.879765685183309554e-01,-9.937782447535143948e-01,9.754502752353944039e-02,-1.978647448877179915e-01,1.000000000000000000e+00
7.871996373640222089e-01,-6.154146643454385668e-01,-8.259868258878793057e-01,2.544238380907049013e-01,-2.117383024547470072e-01,-6.741946134140228697e-01,-7.658256652903105977e-01,1.178195737480596250e-01,-3.990588109436088438e-01,9.948527591719558139e-01,1.000000000000000000e+00
3.347572790816502053e-01,8.487467611532990563e-01,8.368719753342377388e-01,4.392531490322826304e-01,-9.038537749318797943e-01,7.445286746403230183e-01,3.155572140090798783e-01,-3.791314936345311359e-01,-6.254992765886013828e-01,-7.675922740053657822e-01,-1.000000000000000000e+00
-9.423296478420188915e-01,8.215213714939297862e-01,7.816107474024682755e-01,-5.630323455370163099e-01,5.604125161459092563e-01,-9.040406775766898217e-01,-4.298839923534738539e-01,2.473338165132497046e-01,5.263579923167709396e-01,-9.792016224236208544e-01,1.000000000000000000e+00
2.830727284911072061e-01,8.980590840896149896e-01,-2.326251967231507400e-01,6.655666283769765545e-01,8.430074541845882230e-01,-1.692151146960618746e-02,4.582051572066005996e-01,-2.459602866581878100e-01,-6.822419716091918662e-01,1.730077629448505405e-01,-1.000000000000000000e+00
-3.320011600999703827e-01,-7.154855100583692451e-01,-4.362363375346218763e-01,7.982456596167759599e-01,-6.812137830763245194e-01,-3.415578779864358872e-01,-7.071937899931879379e-02,6.942264469818399952e-01,8.754265673059493658e-01,-1.483793807334903292e-01,1.000000000000000000e+00
9.181235539693310965e-01,2.172523985973731087e-01,-5.741418343254549583e-01,3.787613366730007147e-01,-5.885076359078249553e-01,-3.212845126563084186e-01,-5.448796738092969161e-01,-5.100395681323155461e-01,-9.906888368664354960e-01,7.614176643989036819e-01,1.000000000000000000e+00
6.989360519709497677e-01,9.835112990090848495e-01,-3.026651795765042952e-01,-7.412872675752895102e-01,-7.112490040341434838e-01,5.174817818983719064e-01,-7.101568953237269444e-01,-4.791568629307267901e-01,-5.912033126758404755e-01,-2.886428719380349506e-01,1.000000000000000000e+00
8.639080967070311701e-01,-6.770818102844908815e-01,-6.862954162072592013e-01,8.985016392695956977e-01,1.936026705666238357e-02,-6.281843292920921140e-01,-2.401925884887634588e-02,5.664223107581030092e-01,6.538407314470473519e-01,7.279385132984845796e-01,-1.000000000000000000e+00
7.751106018927105268e-01,2.925454360318275882e-01,6.258077093004483782e-01,4.305567710874202980e-02,4.359422134820576389e-01,7.924535475567047182e-01,5.463579565173102282e-01,8.197079067962913523e-01,-1.377207957678803218e-01,8.084405102541132315e-01,-1.000000000000000000e+00
1.683483683634483530e-01,8.895325318002942350e-01,9.784685998759101722e-01,-7.966832719900069915e-01,6.686414240847777801e-01,-2.357670116255023984e-01,1.896574124112255788e-01,-2.499038420895089985e-01,-1.977675886904153302e-01,-6.822849280297769159e-01,-1.000000000000000000e+00
8.080714794774759291e-01,-1.836043358171359774e-01,9.607824091861514315e-01,-3.049224534749614968e-01,6.727120944542421821e-01,-4.872293734170936030e-01,-8.476942132447955469e-01,-9.365332766523986052e-01,2.123368532895670846e-01,-3.768526566528211941e-01,1.000000000000000000e+00
-5.877618434790405910e-01,6.763453444158227246e-01,9.993944193181381053e-01,-3.551929797587010107e-01,6.846552145206594719e-01,7.459722727848148160e-01,9.921475775141592734e-01,-3.145597404440412248e-01,5.120827874282114500e-01,-5.423819927160291599e-01,-1.000000000000000000e+00
-9.374359384566410824e-01,5.224283813032768453e-01,8.758778796961084190e-01,-2.214794053379063321e-01,-5.180702975605646632e-01,-5.474416949763383222e-01,-1.656471169959328193e-02,-6.582259284864169224e-01,3.458472613194241152e-01,-2.632952850232501696e-01,1.000000000000000000e+00
1.463150234350367729e-01,6.297519246866232212e-01,-8.488974667780757599e-01,2.424639809515796163e-01,-5.045882240184840217e-01,8.065371889889680901e-01,-7.801801205165086461e-01,6.861385454501260917e-01,-8.228914960561792835e-01,-9.498052890060038056e-01,1.000000000000000000e+00
-4.657223090130793164e-01,-8.513681723281647518e-01,-3.379188865590354585e-01,-8.832488015267703219e-03,-8.853739069613351109e-01,-8.235333958857871117e-01,-4.739495342308654990e-01,-2.658392528144768452e-01,-2.133663777625895985e-01,-7.642278674239897374e-01,1.000000000000000000e+00
-3.349432804908585304e-01,-2.937338497131751769e-01,-3.824484472760050213e-01,9.575054314390178956e-01,8.654621710189742689e-01,1.490201990497244111e-01,9.621096768206196526e-01,9.823960206383801630e-01,-2.881205799653949740e-01,-1.096249085205109886e-01,-1.000000000000000000e+00
6.430062878039184415e-01,5.849536954207448236e-01,5.639014748518578202e-01,-8.227248602695302893e-01,-8.403060648552715950e-01,-3.864599285252250382e-01,-9.281042376079644551e-01,8.594730385287352448e-04,-2.104358674595634415e-01,1.140518250862982974e-01,1.000000000000000000e+00
-4.564416497242269610e-01,-5.332189209424620380e-02,-9.634489705232860413e-01,-8.967756338585870513e-01,-9.680483423132353327e-01,2.382637400942280159e-01,1.201858353504170474e-01,-5.336840029267910790e-01,2.932862578080426275e-01,7.684145137899500710e-01,1.000000000000000000e+00
6.504367128058836656e-01,6.818840489836508478e-01,4.927218165269391381e-01,-4.401530280015597540e-01,2.796357191970533229e-01,-3.675031163694515435e-01,-9.870350779815062481e-02,-2.351298300389790263e-01,8.272801735801111889e-01,-5.316853385122488618e-01,-1.000000000000000000e+00
3.231266634810747718e-01,-1.494343594936387021e-02,-2.267422647012318215e-01,-3.995353012441085205e-01,8.951538666462333094e-01,1.618731548557517108e-02,1.225039250219239761e-01,8.985121693735709236e-01,3.077546361942673503e-01,9.157058555136550204e-01,-1.000000000000000000e+00
-5.198195650467507534e-02,7.972715093455513546e-01,5.948656433075203420e-01,8.029393226141903206e-01,-5.715043021158532355e-01,3.363008642324158970e-01,4.769268161632800318e-01,4.848285305651873767e-01,8.000900934675092557e-03,-9.774989553040949186e-01,-1.000000000000000000e+00
-8.428104617680094446e-01,4.672105872871448184e-01,7.841467434695599259e-01,-6.739660193289569445e-01,4.511804846723506124e-01,-1.098949618537523598e-01,5.077409065134366184e-01,4.278558963706113882e-01,-9.467995390739891715e-01,-6.425579280656896763e-01,1.000000000000000000e+00
6.141859173920107828e-01,-3.996385247620259928e-01,-1.348509562122337524e-01,9.219173701242853181e-01,-9.365838482168755696e-01,1.830435357907114202e-01,4.868721835552582977e-01,5.217648680623567792e-01,4.318760497680886878e-01,4.529028869368727506e-01,-1.000000000000000000e+00
8.116899648572926118e-01,8.231173620141927216e-01,5.661856915217815533e-01,-5.808221232806420886e-01,4.605656147078898144e-01,-7.978031353058867570e-01,7.878769189091381353e-01,-7.017023928425709656e-01,3.246972802229017852e-01,2.204865485046973994e-01,-1.000000000000000000e+00
-7.035344955277165191e-01,1.479688407502248726e-01,-2.669712926286471610e-01,1.160964824915347027e-01,-3.044311524270426617e-03,2.043961593950969213e-01,-9.357764185268693247e-01,-9.343266387397533013e-01,4.431903416970175424e-01,-6.137455123545603186e-01,1.000000000000000000e+00
-1.583335925478654982e-01,7.558318903072613892e-02,-9.053264223816834821e-01,7.224979262014465942e-01,-6.588568935876155663e-01,-2.796953370898236368e-01,-8.561967203444660335e-01,-7.264137307033406987e-01,3.315988199513228984e-01,3.851740045113778432e-01,1.000000000000000000e+00
5.740716843905526723e-01,-7.971130059164308612e-01,5.475049424213493943e-01,-5.140959996543466026e-01,-4.383749056335248806e-01,1.989075466401597492e-01,8.038688500924102698e-01,1.568138995417296400e-01,2.978986975889739153e-01,5.531891792105483319e-01,-1.000000000000000000e+00
-7.814251240940668364e-01,-4.866543469486797058e-01,6.753476372176168141e-01,2.303516227664845761e-01,-5.453535498210386745e-01,7.435170595986753117e-01,6.014241184369695237e-01,5.072985646431611428e-01,6.952653967714257366e-01,2.392993630366302416e-01,-1.000000000000000000e+00
4.460179500002046105e-01,1.040869137448359183e-01,-5.181488150568438478e-01,-4.925923849757090078e-01,-2.342744066101141165e-01,-7.099756652074293850e-01,-3.246885736181528426e-01,3.687092024966249770e-01,6.616905601188425301e-01,-3.348354190132771802e-01,1.000000000000000000e+00
-7.409477464915659173e-01,4.447984977831354048e-01,2.004137151853426779e-01,1.386420679196942451e-02,3.865737451145772052e-01,-1.119043143240125993e-01,4.771932481657237268e-02,-2.032953903934873185e-01,4.347417867413796433e-01,7.532219410957763372e-01,-1.000000000000000000e+00
-9.153231059763644595e-01,-2.268710566144092056e-01,-4.141157731445432866e-01,-5.427618071192823468e-01,2.894469792573981515e-01,-7.395441072829274098e-01,7.214210465939767669e-01,3.296718127374693719e-01,4.214703573761160449e-01,8.706886173153363107e-01,1.000000000000000000e+00
3.210537799732324782e-01,-9.823459030769943201e-01,-1.993306360481261752e-01,8.224702593911916715e-01,7.702205782162294678e-01,-6.252243998077726683e-01,-2.016350080617947960e-01,6.710198557589432955e-01,1.557557065001087260e-01,6.945984668924012340e-01,-1.000000000000000000e+00
