-9.304439323121631300e-03,-8.880024899759521306e-02,-1.384758330141058202e-01,-3.316781546682073117e-02,-7.057415300221725474e-02,-7.146825823953484313e-01,-1.649053177538757076e-01,-1.803406668275320812e-01,-1.133062643362571648e-01,-3.451790961036991789e-01,1.306507109275719891e+00,-9.946460517197164286e-02,-6.124170712868875349e-02,1.228451960284136835e+00,-3.309536827886799815e-01,-1.595720446998956030e-02,-1.000000000000000000e+00
-9.304439323121631300e-03,-8.880024899759521306e-02,-1.384758330141058202e-01,-3.316781546682073117e-02,-7.057415300221725474e-02,-7.146825823953484313e-01,1.364644349139628066e+00,-1.803406668275320812e-01,-1.133062643362571648e-01,-3.451790961036991789e-01,1.324807054624038027e+00,-9.946460517197164286e-02,-6.124170712868875349e-02,-6.231782635204518028e-01,-3.309536827886799815e-01,-1.595720446998956030e-02,-1.000000000000000000e+00
-9.304439323121631300e-03,-8.880024899759521306e-02,-1.384758330141058202e-01,-3.316781546682073117e-02,-7.057415300221725474e-02,-7.146825823953484313e-01,-4.907265485714267794e-01,-1.803406668275320812e-01,-1.133062643362571648e-01,-3.451790961036991789e-01,-9.626861139157026903e-01,-9.946460517197164286e-02,-6.124170712868875349e-02,1.034676704304586803e+00,5.455320132141586731e-01,-1.595720446998956030e-02,-1.000000000000000000e+00
-9.304439323121631300e-03,-8.880024899759521306e-02,-1.384758330141058202e-01,-3.316781546682073117e-02,-7.057415300221725474e-02,-7.146825823953484313e-01,1.355593759394696063e+00,-1.803406668275320812e-01,-1.133062643362571648e-01,-3.451790961036991789e-01,1.178407491837494492e+00,-9.946460517197164286e-02,-6.124170712868875349e-02,2.100440612192111534e+00,-3.309536827886799815e-01,-1.595720446998956030e-02,-1.000000000000000000e+00
-9.304439323121631300e-03,-8.880024899759521306e-02,-1.384758330141058202e-01,-3.316781546682073117e-02,1.662574120746495865e+01,-7.146825823953484313e-01,-1.920570869886716880e-01,-1.803406668275320812e-01,-1.133062643362571648e-01,-3.451790961036991789e-01,-9.992860046123384077e-01,-9.946460517197164286e-02,-6.124170712868875349e-02,-6.231782635204518028e-01,-3.309536827886799815e-01,-1.595720446998956030e-02,-1.000000000000000000e+00
-9.304439323121631300e-03,-8.880024899759521306e-02,-1.384758330141058202e-01,-3.316781546682073117e-02,-7.057415300221725474e-02,-7.146825823953484313e-01,-1.920570869886716880e-01,-1.803406668275320812e-01,-1.133062643362571648e-01,-3.451790961036991789e-01,5.745092953430031013e-01,-9.946460517197164286e-02,-6.124170712868875349e-02,-6.231782635204518028e-01,-3.309536827886799815e-01,-1.595720446998956030e-02,-1.000000000000000000e+00
-9.304439323121631300e-03,-8.880024899759521306e-02,-1.384758330141058202e-01,-3.316781546682073117e-02,-7.057415300221725474e-02,-7.146825823953484313e-01,1.355593759394696063e+00,-1.803406668275320812e-01,-1.133062643362571648e-01,-3.451790961036991789e-01,1.077757792421746075e+00,-9.946460517197164286e-02,-6.124170712868875349e-02,8.947279083193563354e-01,-3.309536827886799815e-01,-1.595720446998956030e-02,-1.000000000000000000e+00
-9.304439323121631300e-03,-8.880024899759521306e-02,-1.384758330141058202e-01,-3.316781546682073117e-02,-7.057415300221725474e-02,-7.146825823953484313e-01,-9.342054460730936372e-01,-1.803406668275320812e-01,-1.133062643362571648e-01,-3.451790961036991789e-01,-9.992860046123384077e-01,-9.946460517197164286e-02,-6.124170712868875349e-02,-6.231782635204518028e-01,-3.309536827886799815e-01,-1.595720446998956030e-02,-1.000000000000000000e+00
-9.304439323121631300e-03,-8.880024899759521306e-02,-1.384758330141058202e-01,-3.316781546682073117e-02,-7.057415300221725474e-02,-7.146825823953484313e-01,-9.342054460730936372e-01,-1.803406668275320812e-01,-1.133062643362571648e-01,-3.451790961036991789e-01,1.306507109275719891e+00,-9.946460517197164286e-02,-6.124170712868875349e-02,1.648298348239828348e+00,-3.309536827886799815e-01,-1.595720446998956030e-02,-1.000000000000000000e+00
-9.304439323121631300e-03,-8.880024899759521306e-02,-1.384758330141058202e-01,-3.316781546682073117e-02,-7.057415300221725474e-02,-6.456630890739369910e-01,-9.342054460730936372e-01,-1.803406668275320812e-01,-1.133062643362571648e-01,-3.451790961036991789e-01,-9.992860046123384077e-01,-9.946460517197164286e-02,-6.124170712868875349e-02,-6.231782635204518028e-01,4.194574502695364693e+00,-1.595720446998956030e-02,-1.000000000000000000e+00
